machine_id,type_machine,age_machine_jours,derniere_maintenance_jours,temperature_moyenne,vibration_moyenne,pression_moyenne,nb_incidents_3_mois,criticite
MCH-ML-03162,pompe,2604,114,72.7,4.98,11.05,2,basse
MCH-SG-03163,compresseur,5680,74,50.9,3.86,6.44,0,moyenne
MCH-SB-03164,pompe,3205,29,59.7,3.72,5.84,1,basse
MCH-PT-03165,convoyeur,944,167,78.5,0.39,10.63,2,basse
MCH-BZ-03166,presse,2698,103,51.4,4.58,9.14,2,moyenne
MCH-WS-03167,compresseur,1217,31,77.6,2.55,9.47,2,basse
MCH-PW-03168,four,5268,32,48.1,3.12,6.35,3,moyenne
MCH-PS-03169,presse,4145,64,46.0,1.09,9.6,4,haute
MCH-LB-03170,presse,2047,75,47.1,6.13,5.26,2,haute
MCH-GA-03171,four,3166,112,66.4,0.0,8.62,0,moyenne
MCH-MN-03172,convoyeur,4016,68,73.8,5.23,8.28,5,moyenne
MCH-KW-03173,compresseur,4697,118,80.5,3.64,8.3,2,moyenne
MCH-NG-03174,four,480,49,79.6,0.14,9.95,1,basse
MCH-BD-03175,convoyeur,135,68,75.4,6.05,5.45,4,moyenne
MCH-TM-03176,presse,686,171,55.0,3.77,9.69,1,basse
MCH-GN-03177,compresseur,2369,122,54.9,0.0,8.05,0,basse
MCH-SZ-03178,compresseur,2800,71,74.5,2.37,6.02,1,basse
MCH-CY-03179,pompe,818,90,82.1,3.8,4.7,3,basse
MCH-AM-03180,compresseur,2466,68,52.6,5.57,12.72,3,haute
MCH-IL-03181,pompe,2649,20,80.5,2.39,7.83,1,basse
MCH-TG-03182,presse,654,211,42.0,0.0,7.11,0,basse
MCH-TV-03183,pompe,5499,33,69.7,5.19,5.14,2,haute
MCH-TT-03184,presse,3594,52,63.8,3.75,10.72,2,basse
MCH-WS-03185,four,2331,341,62.5,0.0,10.53,4,moyenne
MCH-NI-03186,presse,3041,28,65.4,3.51,10.05,2,basse
MCH-KE-03187,convoyeur,1885,65,54.8,3.67,7.85,2,basse
MCH-DE-03188,pompe,5125,178,70.4,2.51,9.88,2,moyenne
MCH-FJ-03189,four,3450,242,65.7,1.76,5.94,6,moyenne
MCH-LS-03190,pompe,2969,102,76.2,2.09,8.54,4,basse
MCH-GT-03191,presse,5465,168,84.1,2.51,7.86,1,haute
MCH-MU-03192,presse,5027,60,66.5,3.53,8.67,3,moyenne
MCH-TN-03193,pompe,4876,3,55.2,4.18,3.47,1,basse
MCH-HN-03194,presse,1353,157,51.3,0.0,12.67,1,basse
MCH-SB-03195,pompe,918,70,85.4,3.38,12.05,3,basse
MCH-SY-03196,compresseur,4140,54,83.8,3.73,5.12,1,basse
MCH-TD-03197,four,2811,50,75.6,3.25,9.44,0,basse
MCH-LA-03198,four,4102,117,65.7,2.39,4.28,1,basse
MCH-LU-03199,compresseur,4563,116,74.8,5.13,8.21,3,haute
MCH-IE-03200,four,1771,71,80.7,5.02,2.51,1,moyenne
MCH-RW-03201,four,1707,99,57.6,2.45,7.27,2,basse
MCH-RS-03202,presse,2944,27,65.4,2.88,6.78,0,basse
MCH-BA-03203,pompe,1641,60,51.7,4.16,10.89,0,basse
MCH-SZ-03204,compresseur,4003,28,63.5,4.92,12.17,1,moyenne
MCH-RW-03205,presse,4480,27,83.5,1.78,12.23,2,basse
MCH-PK-03206,four,2832,92,77.9,1.43,10.9,3,basse
MCH-DO-03207,four,4342,74,66.6,3.41,8.21,1,moyenne
MCH-ES-03208,convoyeur,3062,49,32.7,1.31,8.97,3,moyenne
MCH-MH-03209,compresseur,4277,58,57.1,0.08,8.96,4,basse
MCH-DO-03210,four,1349,98,66.2,1.77,5.05,2,basse
MCH-CU-03211,compresseur,4433,118,62.4,3.63,10.86,1,basse
MCH-WS-03212,compresseur,4290,105,65.4,5.33,9.73,2,moyenne
MCH-ST-03213,four,1599,13,67.9,1.94,9.84,3,basse
MCH-RW-03214,convoyeur,3335,5,58.6,2.81,2.3,4,basse
MCH-ER-03215,compresseur,5131,36,64.9,3.23,9.13,5,moyenne
MCH-SR-03216,pompe,1497,6,63.2,2.03,10.51,1,basse
MCH-BA-03217,convoyeur,4415,195,56.6,1.91,7.96,2,basse
MCH-BH-03218,four,5723,57,87.2,3.5,6.75,3,haute
MCH-SL-03219,convoyeur,5197,21,59.3,1.2,4.59,5,basse
MCH-AU-03220,presse,2409,56,37.9,1.85,4.41,4,moyenne
MCH-BO-03221,compresseur,3643,10,86.4,2.7,8.39,2,basse
MCH-SV-03222,presse,5950,21,54.8,3.48,7.41,3,moyenne
MCH-BE-03223,presse,3410,53,75.8,0.73,7.38,1,basse
MCH-AF-03224,presse,690,46,56.8,2.8,11.82,4,basse
MCH-NG-03225,presse,272,52,71.8,1.06,4.86,3,basse
MCH-CU-03226,convoyeur,4741,100,64.4,1.97,7.14,0,basse
MCH-ZM-03227,compresseur,2541,140,77.0,4.18,12.24,3,basse
MCH-HT-03228,presse,1480,78,62.4,2.89,7.22,3,basse
MCH-BJ-03229,four,2086,145,57.1,5.5,8.17,2,moyenne
MCH-KN-03230,four,4544,47,68.1,2.89,7.56,4,moyenne
MCH-CZ-03231,compresseur,2791,159,60.4,4.45,9.76,2,moyenne
MCH-AG-03232,presse,5210,79,41.8,4.19,2.86,1,haute
MCH-GM-03233,pompe,4409,131,57.8,2.98,7.49,1,basse
MCH-SD-03234,convoyeur,5844,47,99.4,1.03,8.14,3,haute
MCH-PH-03235,convoyeur,5331,76,43.1,2.84,5.5,3,moyenne
MCH-MR-03236,compresseur,1527,264,67.9,2.2,8.86,1,basse
MCH-BH-03237,four,3954,76,62.1,2.14,9.97,0,basse
MCH-VN-03238,four,123,139,87.0,3.23,9.13,3,basse
MCH-DZ-03239,pompe,5946,151,51.7,0.83,12.45,2,moyenne
MCH-TL-03240,compresseur,1566,111,66.2,1.69,6.92,2,basse
MCH-VE-03241,compresseur,3988,125,73.2,1.48,9.25,3,moyenne
MCH-RO-03242,four,5094,48,62.8,2.62,9.19,2,basse
MCH-KM-03243,convoyeur,962,35,55.8,1.85,7.41,0,basse
MCH-RU-03244,presse,5087,29,64.7,1.95,10.83,1,basse
MCH-AM-03245,four,73,96,61.3,3.2,8.72,1,basse
MCH-AF-03246,presse,2651,74,61.3,2.33,5.0,1,basse
MCH-SN-03247,pompe,2832,92,76.2,3.01,9.88,1,basse
MCH-TG-03248,pompe,2244,24,69.8,1.33,6.75,2,basse
MCH-NG-03249,compresseur,3518,40,71.6,1.76,7.19,2,basse
MCH-AL-03250,compresseur,5489,136,69.0,6.06,7.38,3,haute
MCH-AM-03251,presse,1961,83,76.5,1.95,9.84,2,basse
MCH-SM-03252,pompe,3475,79,80.7,0.0,10.7,1,moyenne
MCH-WS-03253,compresseur,5264,60,61.6,3.51,7.6,6,moyenne
MCH-IS-03254,compresseur,4637,37,74.8,1.94,7.46,0,basse
MCH-SO-03255,pompe,244,162,49.4,3.37,2.88,3,basse
MCH-JO-03256,pompe,5656,181,38.0,2.87,6.23,1,haute
MCH-AM-03257,pompe,279,76,86.9,3.82,5.63,4,moyenne
MCH-SC-03258,convoyeur,3532,65,61.0,2.85,8.78,2,basse
MCH-MC-03259,convoyeur,3452,190,68.0,2.66,7.73,5,basse
MCH-GQ-03260,convoyeur,4718,41,50.3,4.72,5.73,1,moyenne
MCH-NR-03261,convoyeur,890,50,49.7,0.0,8.38,1,basse
MCH-EE-03262,presse,1076,132,56.4,1.01,7.83,2,basse
MCH-CD-03263,four,4512,49,72.7,1.76,1.65,3,basse
MCH-BY-03264,convoyeur,897,73,58.8,0.46,10.77,4,basse
MCH-SL-03265,presse,2816,7,61.0,2.28,10.53,1,basse
MCH-CZ-03266,presse,4389,184,56.1,2.13,7.41,2,haute
MCH-GY-03267,presse,3907,124,79.0,4.46,8.88,2,moyenne
MCH-FI-03268,pompe,1263,155,75.4,2.87,7.19,4,basse
MCH-VN-03269,four,1823,32,59.2,2.68,3.99,4,basse
MCH-SL-03270,pompe,5813,211,73.2,2.43,13.41,2,moyenne
MCH-ID-03271,convoyeur,2692,68,62.1,1.42,9.87,1,basse
MCH-MH-03272,presse,266,164,60.9,4.34,10.35,3,moyenne
MCH-IQ-03273,convoyeur,1317,94,64.4,4.82,7.29,1,basse
MCH-MY-03274,compresseur,2054,128,72.7,1.18,10.81,5,moyenne
MCH-BR-03275,four,5996,100,54.3,5.43,4.57,2,haute
MCH-MR-03276,pompe,1816,49,71.0,1.99,7.39,4,basse
MCH-NA-03277,compresseur,158,16,95.0,1.87,9.85,1,basse
MCH-PK-03278,four,3077,173,67.2,3.71,6.43,1,moyenne
MCH-TM-03279,presse,501,4,65.4,3.84,10.28,1,basse
MCH-HN-03280,pompe,1644,138,64.0,2.89,8.76,2,basse
MCH-MC-03281,presse,5954,173,70.7,2.48,8.52,2,moyenne
MCH-GR-03282,four,4227,20,45.7,4.76,6.2,1,haute
MCH-KG-03283,pompe,303,51,85.4,2.07,9.01,0,basse
MCH-LA-03284,convoyeur,2692,18,76.8,2.9,12.83,3,basse
MCH-BR-03285,convoyeur,1029,43,57.3,5.54,8.44,3,basse
MCH-TD-03286,pompe,737,153,65.4,0.99,9.39,3,basse
MCH-CF-03287,compresseur,3522,127,58.3,2.31,9.76,0,basse
MCH-PS-03288,pompe,3033,115,68.6,4.54,5.14,0,moyenne
MCH-AU-03289,pompe,4457,52,65.7,3.79,7.67,4,moyenne
MCH-BW-03290,convoyeur,5353,4,67.7,4.34,7.59,2,moyenne
MCH-NA-03291,convoyeur,1480,23,52.7,1.02,2.69,3,basse
MCH-MU-03292,compresseur,5537,60,59.2,3.48,9.97,2,basse
MCH-MT-03293,compresseur,3107,28,78.8,2.57,5.67,1,basse
MCH-TG-03294,pompe,1553,139,58.6,6.41,9.7,3,moyenne
MCH-PY-03295,presse,5074,216,33.3,4.21,6.1,1,haute
MCH-BG-03296,compresseur,213,94,63.2,2.97,13.11,1,basse
MCH-DZ-03297,four,3357,20,93.9,3.43,7.3,2,moyenne
MCH-AG-03298,convoyeur,4329,177,75.2,3.08,12.8,3,basse
MCH-ME-03299,four,1679,79,58.0,4.05,7.57,3,moyenne
MCH-DO-03300,presse,5180,71,64.4,1.72,7.87,0,moyenne
MCH-BS-03301,compresseur,1441,108,73.2,5.05,11.92,2,moyenne
MCH-SB-03302,presse,5039,24,43.9,1.01,5.71,2,moyenne
MCH-NZ-03303,compresseur,471,52,54.7,3.31,8.12,1,basse
MCH-KH-03304,pompe,959,67,69.8,1.76,9.35,2,basse
MCH-LS-03305,compresseur,2285,88,84.1,3.06,9.01,3,basse
MCH-TM-03306,compresseur,5124,95,59.7,4.48,8.11,2,moyenne
MCH-BY-03307,pompe,867,108,83.8,0.43,7.76,0,basse
MCH-SM-03308,pompe,5252,44,55.9,2.75,10.12,5,moyenne
MCH-BB-03309,four,1378,12,24.4,0.84,8.44,0,basse
MCH-GT-03310,convoyeur,2715,60,73.9,2.58,10.42,2,basse
MCH-GH-03311,convoyeur,2116,66,71.5,0.84,8.98,0,basse
MCH-MD-03312,four,708,12,73.8,3.24,9.63,1,basse
MCH-TN-03313,compresseur,5665,42,73.4,2.36,10.83,3,moyenne
MCH-PY-03314,convoyeur,2629,82,67.3,4.12,7.22,2,basse
MCH-IR-03315,four,4141,48,61.9,4.84,10.77,3,haute
MCH-BD-03316,presse,3451,80,62.4,3.02,7.61,1,basse
MCH-BO-03317,compresseur,3010,46,59.5,4.34,4.5,0,basse
MCH-LA-03318,compresseur,3699,114,60.2,5.07,7.18,0,basse
MCH-IT-03319,pompe,5390,31,43.3,1.62,6.19,1,moyenne
MCH-ST-03320,pompe,4195,72,50.4,5.15,8.94,1,moyenne
MCH-TM-03321,pompe,3194,75,63.0,2.94,7.29,1,basse
MCH-KM-03322,presse,3871,135,38.1,1.53,8.32,2,moyenne
MCH-AU-03323,presse,3638,55,40.9,3.45,10.54,1,moyenne
MCH-EE-03324,convoyeur,2598,214,61.0,2.89,11.71,4,basse
MCH-KW-03325,presse,3748,208,63.5,0.89,8.73,2,moyenne
MCH-AM-03326,pompe,2661,32,61.2,1.35,10.71,1,basse
MCH-GE-03327,compresseur,4545,70,36.4,5.46,7.56,2,haute
MCH-TZ-03328,compresseur,5813,22,83.6,3.42,4.09,1,basse
MCH-CV-03329,four,5759,102,47.8,5.22,5.05,2,haute
MCH-GB-03330,presse,4924,47,55.2,2.38,7.51,2,moyenne
MCH-LC-03331,four,3610,78,49.9,1.8,9.99,2,basse
MCH-MY-03332,compresseur,4495,58,80.6,0.48,7.52,1,basse
MCH-BO-03333,four,1068,365,70.1,4.45,10.96,4,basse
MCH-KG-03334,pompe,2874,64,59.3,3.62,12.58,2,basse
MCH-DK-03335,compresseur,1543,60,58.5,2.39,5.78,4,basse
MCH-TM-03336,convoyeur,20,142,67.2,1.81,13.31,2,basse
MCH-GY-03337,pompe,5800,156,50.0,4.69,3.91,1,moyenne
MCH-TN-03338,four,5183,87,69.6,2.73,12.62,2,moyenne
MCH-MW-03339,four,3082,159,58.4,2.75,7.92,2,moyenne
MCH-GD-03340,convoyeur,1524,333,71.2,2.1,7.42,2,basse
MCH-SR-03341,compresseur,4157,56,70.8,2.39,7.98,3,moyenne
MCH-LS-03342,pompe,2608,25,57.9,3.83,6.0,2,basse
MCH-MV-03343,presse,4820,97,40.4,0.88,11.75,3,haute
MCH-TW-03344,convoyeur,5997,149,62.0,3.12,6.27,2,moyenne
MCH-SZ-03345,presse,2094,202,47.6,4.43,6.59,2,moyenne
MCH-CU-03346,presse,1466,110,65.9,2.87,4.55,0,basse
MCH-FM-03347,pompe,1604,73,61.9,4.58,6.17,2,basse
MCH-RS-03348,pompe,560,37,57.9,5.01,6.25,0,basse
MCH-BR-03349,presse,2364,173,49.5,4.36,6.08,1,moyenne
MCH-SC-03350,pompe,104,91,79.2,2.19,7.56,0,basse
MCH-CH-03351,four,686,13,59.6,2.95,5.21,3,basse
MCH-LY-03352,pompe,1630,263,93.2,3.52,11.99,1,moyenne
MCH-BF-03353,presse,959,26,65.4,2.3,7.62,1,basse
MCH-BZ-03354,four,4392,151,69.2,2.25,8.94,3,moyenne
MCH-NZ-03355,convoyeur,633,85,65.5,2.16,10.15,1,basse
MCH-HT-03356,pompe,5195,14,69.1,6.82,13.06,5,haute
MCH-BO-03357,four,1326,67,78.1,2.59,10.27,1,basse
MCH-LV-03358,pompe,651,56,78.3,4.6,7.38,0,basse
MCH-UY-03359,convoyeur,60,18,43.8,1.7,5.32,1,basse
MCH-VE-03360,four,4291,102,75.3,5.55,8.85,1,haute
MCH-UG-03361,presse,1539,136,71.0,2.43,10.66,2,basse
MCH-MY-03362,pompe,3056,71,65.4,3.08,8.35,2,basse
MCH-LR-03363,four,669,55,85.6,0.25,8.16,3,moyenne
MCH-AT-03364,pompe,5911,108,86.0,4.67,8.53,4,haute
MCH-ZW-03365,presse,752,2,75.9,5.0,3.33,2,basse
MCH-IR-03366,presse,2471,50,58.5,1.22,8.37,2,basse
MCH-PG-03367,compresseur,5109,53,50.7,4.76,9.83,1,haute
MCH-RW-03368,convoyeur,1469,72,74.1,0.99,7.89,5,basse
MCH-GT-03369,pompe,1601,17,81.3,3.95,10.81,2,basse
MCH-MK-03370,four,4850,9,40.7,2.57,10.89,2,moyenne
MCH-TG-03371,compresseur,1640,29,78.0,5.0,6.74,2,basse
MCH-MT-03372,compresseur,17,101,61.9,3.37,9.1,3,basse
MCH-NR-03373,convoyeur,2567,52,43.3,4.4,8.11,4,moyenne
MCH-ER-03374,presse,75,28,70.6,4.86,2.93,4,basse
MCH-KZ-03375,convoyeur,5458,236,75.9,2.56,7.53,5,moyenne
MCH-TV-03376,convoyeur,3850,55,60.8,2.96,5.42,1,basse
MCH-HR-03377,convoyeur,3498,73,52.3,1.33,8.33,3,basse
MCH-MU-03378,four,1209,171,85.5,2.55,9.71,1,basse
MCH-BS-03379,compresseur,4199,81,57.0,5.89,7.46,4,haute
MCH-VN-03380,four,4063,107,78.9,4.13,5.75,2,moyenne
MCH-KE-03381,presse,362,35,46.8,1.43,8.58,3,basse
MCH-HU-03382,four,5285,76,70.0,5.45,14.11,4,haute
MCH-LC-03383,four,3476,217,69.7,3.58,2.57,5,moyenne
MCH-BN-03384,presse,4754,97,75.5,4.25,8.58,2,haute
MCH-BS-03385,compresseur,1577,87,82.9,3.74,6.64,1,moyenne
MCH-IQ-03386,presse,732,59,55.2,3.63,6.93,3,basse
MCH-DE-03387,presse,4214,22,71.2,0.0,7.74,3,basse
MCH-MU-03388,compresseur,4763,159,48.6,4.66,7.14,0,haute
MCH-LC-03389,presse,2316,68,48.5,0.0,9.5,5,moyenne
MCH-ZW-03390,compresseur,142,40,58.1,4.52,7.4,1,basse
MCH-DE-03391,convoyeur,4909,19,69.9,3.15,2.6,1,basse
MCH-SZ-03392,presse,1236,91,85.1,4.25,11.2,0,moyenne
MCH-MW-03393,pompe,2034,25,87.3,3.24,10.82,3,basse
MCH-LB-03394,compresseur,3769,160,60.7,4.57,6.48,3,moyenne
MCH-ML-03395,presse,599,42,68.7,3.02,8.12,1,basse
MCH-CD-03396,convoyeur,431,77,76.3,3.42,11.04,1,basse
MCH-BW-03397,four,154,96,74.2,3.61,10.58,3,basse
MCH-AF-03398,pompe,5499,88,63.0,5.82,11.39,2,haute
MCH-KP-03399,presse,1868,137,65.9,3.9,8.94,2,basse
MCH-PA-03400,four,3963,46,63.7,1.02,9.92,2,basse
MCH-ML-03401,four,5935,73,62.5,2.15,11.52,1,moyenne
MCH-PS-03402,pompe,4016,111,60.9,3.9,7.14,0,basse
MCH-IR-03403,four,3150,203,63.6,4.89,9.1,2,moyenne
MCH-CA-03404,compresseur,3125,130,60.1,1.92,2.63,1,basse
MCH-CO-03405,compresseur,2261,147,51.4,6.36,4.05,0,haute
MCH-BT-03406,compresseur,3598,56,75.4,3.26,9.25,5,moyenne
MCH-ER-03407,presse,5752,97,71.2,3.63,9.63,2,moyenne
MCH-NR-03408,presse,4728,183,87.5,1.12,7.03,3,haute
MCH-PE-03409,convoyeur,2545,70,69.4,4.67,6.48,3,basse
MCH-TH-03410,pompe,1994,98,60.0,2.33,7.11,1,basse
MCH-TH-03411,four,5301,15,57.5,1.88,8.48,1,basse
MCH-SG-03412,compresseur,814,119,65.6,2.52,2.22,3,basse
MCH-NE-03413,pompe,5097,86,71.6,5.07,9.16,2,haute
MCH-CA-03414,convoyeur,1530,114,62.1,3.7,8.08,0,basse
MCH-AR-03415,convoyeur,4293,57,47.4,1.67,8.62,1,basse
MCH-BT-03416,presse,4837,11,56.1,2.2,7.69,6,moyenne
MCH-MH-03417,four,2861,123,65.2,5.11,4.54,1,moyenne
MCH-TG-03418,pompe,1153,40,73.9,2.65,5.25,2,basse
MCH-BW-03419,compresseur,5068,17,47.2,3.84,11.81,3,moyenne
MCH-UG-03420,convoyeur,2205,82,68.2,4.21,6.39,2,basse
MCH-US-03421,presse,1924,220,67.7,0.0,10.02,2,basse
MCH-LR-03422,presse,3060,35,59.6,4.9,5.29,0,moyenne
MCH-MV-03423,compresseur,2610,41,58.0,1.72,7.96,3,basse
MCH-AL-03424,presse,4098,128,56.2,2.46,6.9,0,moyenne
MCH-JP-03425,four,823,61,66.7,5.31,7.28,1,moyenne
MCH-NG-03426,convoyeur,2614,123,78.5,5.17,7.15,1,moyenne
MCH-MW-03427,four,5350,59,79.4,3.74,11.61,1,moyenne
MCH-BS-03428,presse,216,51,51.5,4.09,12.82,1,basse
MCH-RS-03429,compresseur,2744,36,62.8,4.47,8.59,1,moyenne
MCH-TJ-03430,compresseur,3963,92,38.7,5.15,6.97,1,haute
MCH-HN-03431,presse,5326,36,66.3,5.34,4.68,1,moyenne
MCH-TO-03432,compresseur,3562,49,72.2,3.16,4.5,1,basse
MCH-SK-03433,compresseur,4946,158,83.9,1.89,11.62,3,moyenne
MCH-DO-03434,compresseur,1336,285,43.6,2.62,4.33,0,moyenne
MCH-LA-03435,presse,2116,101,51.9,3.19,6.9,1,basse
MCH-MU-03436,compresseur,5652,162,66.7,2.92,8.39,1,moyenne
MCH-DO-03437,presse,5315,54,45.6,1.48,1.5,1,moyenne
MCH-CU-03438,four,3347,60,67.1,3.66,4.87,2,basse
MCH-IQ-03439,four,2852,85,72.5,0.65,4.65,2,basse
MCH-KI-03440,four,2706,40,49.6,3.13,6.34,3,moyenne
MCH-IQ-03441,pompe,352,51,66.6,3.22,8.65,5,basse
MCH-SA-03442,convoyeur,5354,120,50.5,3.17,10.57,0,moyenne
MCH-CY-03443,compresseur,4908,74,81.5,4.28,6.34,2,haute
MCH-BI-03444,four,2737,65,67.5,4.08,6.85,0,basse
MCH-DM-03445,presse,1676,63,57.3,6.33,7.7,0,moyenne
MCH-NZ-03446,compresseur,2057,29,50.1,2.22,5.99,2,basse
MCH-IS-03447,convoyeur,738,83,69.7,3.42,9.04,4,basse
MCH-NL-03448,presse,4330,40,81.3,3.32,9.12,4,moyenne
MCH-KG-03449,convoyeur,3340,15,55.7,3.25,1.2,1,basse
MCH-RO-03450,convoyeur,1404,25,59.7,1.1,9.6,1,basse
MCH-BO-03451,pompe,3738,64,56.0,1.22,8.32,2,basse
MCH-ML-03452,convoyeur,5875,113,83.7,3.01,8.65,1,moyenne
MCH-ID-03453,compresseur,734,135,42.1,0.64,10.95,1,basse
MCH-HU-03454,four,2750,20,80.4,2.5,3.53,3,basse
MCH-WS-03455,four,2964,105,60.5,2.03,4.86,3,basse
MCH-YE-03456,presse,1000,229,64.1,2.55,7.82,1,basse
MCH-SA-03457,pompe,3189,140,60.9,4.7,2.2,2,basse
MCH-UG-03458,four,3635,80,67.9,1.38,7.47,2,basse
MCH-VE-03459,compresseur,944,85,56.2,4.3,10.12,1,basse
MCH-FJ-03460,convoyeur,928,78,77.7,2.14,8.99,2,basse
MCH-PK-03461,four,5138,48,78.2,2.33,8.2,3,moyenne
MCH-CD-03462,four,1868,144,53.2,3.7,7.42,1,moyenne
MCH-CR-03463,pompe,3782,31,73.0,2.59,6.93,1,basse
MCH-KI-03464,compresseur,3760,83,60.7,1.66,6.79,2,basse
MCH-AF-03465,presse,5035,14,65.6,2.44,8.57,2,basse
MCH-MY-03466,convoyeur,4439,154,83.3,0.34,4.12,0,moyenne
MCH-LT-03467,compresseur,5043,81,56.9,3.57,11.66,1,moyenne
MCH-VN-03468,convoyeur,3751,18,76.1,0.0,6.16,0,basse
MCH-MU-03469,four,2696,190,70.5,4.33,9.39,3,basse
MCH-LS-03470,compresseur,2361,67,62.7,3.92,8.2,1,basse
MCH-OM-03471,presse,2274,23,69.4,5.4,5.12,1,moyenne
MCH-LT-03472,presse,2510,243,68.0,6.27,11.23,2,haute
MCH-NR-03473,four,775,59,51.1,4.4,10.7,1,basse
MCH-CF-03474,compresseur,2543,37,57.7,2.06,4.07,0,basse
MCH-UG-03475,compresseur,2336,87,52.5,6.26,7.82,2,moyenne
MCH-CR-03476,convoyeur,207,25,61.7,1.21,8.52,0,basse
MCH-KG-03477,convoyeur,1650,48,81.1,0.15,2.82,5,basse
MCH-LI-03478,convoyeur,4511,175,72.0,5.78,2.7,2,haute
MCH-UY-03479,presse,3467,60,47.8,3.9,5.92,6,moyenne
MCH-MD-03480,presse,4837,101,61.7,0.19,4.72,4,moyenne
MCH-FR-03481,compresseur,3256,180,67.8,0.97,5.39,1,basse
MCH-QA-03482,presse,5124,59,73.9,3.83,4.72,0,basse
MCH-KW-03483,compresseur,4776,35,57.2,1.7,7.69,2,basse
MCH-EE-03484,convoyeur,589,115,50.2,1.91,5.77,2,basse
MCH-MY-03485,pompe,5862,22,64.3,5.95,10.78,2,haute
MCH-LB-03486,compresseur,88,32,71.8,6.22,8.45,3,moyenne
MCH-JP-03487,four,3581,17,67.8,3.22,9.99,1,basse
MCH-LK-03488,convoyeur,4755,171,54.4,2.77,3.78,2,basse
MCH-MD-03489,presse,1991,76,86.1,4.35,6.43,2,moyenne
MCH-ZW-03490,pompe,3591,118,63.8,2.16,8.34,0,basse
MCH-RW-03491,presse,2172,34,67.3,0.0,9.13,3,basse
MCH-TR-03492,compresseur,363,98,57.1,0.0,6.38,2,basse
MCH-HN-03493,presse,50,100,78.3,2.89,6.75,0,basse
MCH-LR-03494,four,569,242,71.9,4.32,7.02,3,moyenne
MCH-MT-03495,convoyeur,590,111,68.8,3.02,7.26,1,basse
MCH-IT-03496,pompe,3665,135,51.2,4.21,13.41,2,basse
MCH-MX-03497,convoyeur,3155,81,78.1,4.36,8.78,0,basse
MCH-MM-03498,pompe,2732,3,74.1,5.08,8.1,0,basse
MCH-CI-03499,convoyeur,4151,91,77.2,3.28,4.85,1,basse
MCH-TM-03500,pompe,100,63,65.4,3.41,4.91,1,basse
MCH-FR-03501,presse,1625,61,64.1,2.94,7.47,4,basse
MCH-UA-03502,compresseur,4664,50,62.8,2.61,10.83,1,basse
MCH-ST-03503,compresseur,5459,61,92.3,0.64,7.5,4,haute
MCH-EG-03504,pompe,2630,42,58.5,4.76,7.61,4,moyenne
MCH-KZ-03505,four,488,126,50.8,2.42,6.14,3,basse
MCH-SY-03506,four,4792,29,60.5,2.34,3.65,2,basse
MCH-AR-03507,four,5311,221,58.6,2.19,9.09,4,haute
MCH-ZA-03508,pompe,2481,118,80.1,0.99,7.36,1,basse
MCH-PL-03509,compresseur,1460,150,48.7,2.87,9.12,1,moyenne
MCH-KN-03510,four,263,31,58.3,3.77,8.39,2,basse
MCH-GE-03511,convoyeur,3546,47,67.3,1.94,5.59,4,basse
MCH-OM-03512,pompe,5459,79,80.2,4.56,8.56,2,haute
MCH-JP-03513,pompe,4067,73,73.6,2.45,4.77,3,basse
MCH-MD-03514,compresseur,1903,118,84.4,0.7,8.54,4,moyenne
MCH-BJ-03515,four,3857,73,69.1,5.06,7.84,1,moyenne
MCH-NE-03516,pompe,4992,229,62.6,3.3,11.85,0,moyenne
MCH-GQ-03517,four,2854,32,75.3,4.29,5.83,2,moyenne
MCH-SB-03518,presse,4918,26,48.6,4.33,4.68,2,moyenne
MCH-CU-03519,four,2351,45,44.5,1.58,6.97,3,basse
MCH-ZW-03520,four,2091,61,76.7,2.22,9.52,4,basse
MCH-KI-03521,compresseur,3497,159,67.5,4.55,1.01,4,haute
MCH-GY-03522,four,2788,96,76.6,5.75,10.19,2,haute
MCH-ID-03523,pompe,5862,4,54.8,3.09,7.48,3,moyenne
MCH-KM-03524,compresseur,3098,5,80.4,2.06,5.15,2,basse
MCH-DE-03525,compresseur,2311,65,73.0,5.52,7.08,1,moyenne
MCH-VC-03526,pompe,2369,51,64.6,2.06,6.15,5,basse
MCH-NO-03527,pompe,3287,67,67.5,3.49,4.94,5,basse
MCH-MT-03528,pompe,2129,61,69.2,2.36,3.15,4,basse
MCH-BN-03529,pompe,4337,207,54.7,3.4,9.83,2,moyenne
MCH-PE-03530,compresseur,2283,143,60.4,1.58,6.6,3,basse
MCH-US-03531,pompe,2304,47,69.0,2.44,7.02,2,basse
MCH-QA-03532,pompe,3701,72,59.9,2.06,10.11,2,basse
MCH-TV-03533,four,365,57,47.4,3.99,8.14,2,basse
MCH-MZ-03534,pompe,3932,8,68.5,3.24,4.1,5,basse
MCH-SN-03535,pompe,3029,49,75.0,4.32,9.68,2,moyenne
MCH-SD-03536,pompe,2718,49,77.8,1.76,11.71,2,basse
MCH-MD-03537,pompe,4315,41,71.4,2.69,9.26,1,basse
MCH-NL-03538,convoyeur,4549,48,74.8,3.94,5.84,0,basse
MCH-ST-03539,four,5077,58,76.9,4.29,4.32,1,moyenne
MCH-AZ-03540,presse,2248,102,66.0,0.83,5.75,0,basse
MCH-ML-03541,convoyeur,1962,43,39.6,3.48,8.26,1,basse
MCH-ME-03542,pompe,4286,175,78.9,1.78,11.57,4,basse
